date,1. open,2. high,3. low,4. close,5. volume
2023-03-21,157.32,159.4,156.54,159.28,73938285.0
2023-03-20,155.07,157.82,154.15,157.4,73641415.0
2023-03-17,156.08,156.74,154.28,155.0,98944633.0
2023-03-16,152.16,156.46,151.64,155.85,76254419.0
2023-03-15,151.19,153.245,149.92,152.99,77167866.0
2023-03-14,151.28,153.4,150.1,152.59,73695893.0
2023-03-13,147.805,153.14,147.7,150.47,84457122.0
2023-03-10,150.21,150.94,147.6096,148.5,68572400.0
2023-03-09,153.559,154.535,150.225,150.59,53833582.0
2023-03-08,152.81,153.47,151.83,152.87,47204791.0
2023-03-07,153.7,154.0299,151.13,151.6,56182028.0
2023-03-06,153.785,156.3,153.46,153.83,87558028.0
2023-03-03,148.045,151.11,147.33,151.03,70732297.0
2023-03-02,144.38,146.71,143.9,145.91,52279761.0
2023-03-01,146.83,147.2285,145.01,145.31,55478991.0
2023-02-28,147.05,149.08,146.83,147.41,50546998.0
2023-02-27,147.71,149.17,147.45,147.92,44998470.0
2023-02-24,147.11,147.19,145.7202,146.71,55469606.0
2023-02-23,150.09,150.34,147.24,149.4,48394249.0
2023-02-22,148.87,149.95,147.16,148.91,51011305.0
2023-02-21,150.2,151.3,148.405,148.48,58867230.0
2023-02-17,152.35,153.0,150.85,152.55,59144118.0
2023-02-16,153.51,156.33,153.3475,153.71,68167942.0
2023-02-15,153.11,155.5,152.88,155.33,65669252.0
2023-02-14,152.12,153.77,150.86,153.2,61707573.0
2023-02-13,150.952,154.26,150.92,153.85,62199013.0
2023-02-10,149.46,151.3401,149.22,151.01,57450708.0
2023-02-09,153.775,154.33,150.42,150.87,56007143.0
2023-02-08,153.88,154.58,151.168,151.92,64120079.0
2023-02-07,150.64,155.23,150.64,154.65,83322551.0
2023-02-06,152.575,153.1,150.78,151.73,69858306.0
2023-02-03,148.03,157.38,147.83,154.5,154357337.0
2023-02-02,148.9,151.18,148.17,150.82,118338980.0
2023-02-01,143.97,146.61,141.32,145.43,77663633.0
2023-01-31,142.7,144.34,142.28,144.29,65874459.0
2023-01-30,144.955,145.55,142.85,143.0,64015274.0
2023-01-27,143.155,147.23,143.08,145.93,70555843.0
2023-01-26,143.17,144.25,141.9,143.96,54105068.0
2023-01-25,140.89,142.43,138.81,141.86,65799349.0
2023-01-24,140.305,143.16,140.3,142.53,66435142.0
2023-01-23,138.12,143.315,137.9,141.11,81760313.0
2023-01-20,135.28,138.02,134.22,137.87,80223626.0
2023-01-19,134.08,136.25,133.77,135.27,58280413.0
2023-01-18,136.815,138.61,135.03,135.21,69672800.0
2023-01-17,134.83,137.29,134.13,135.94,63646627.0
2023-01-13,132.03,134.92,131.66,134.76,57809719.0
2023-01-12,133.88,134.26,131.44,133.41,71379648.0
2023-01-11,131.25,133.51,130.46,133.49,69458949.0
2023-01-10,130.26,131.2636,128.12,130.73,63896155.0
2023-01-09,130.465,133.41,129.89,130.15,70790813.0
2023-01-06,126.01,130.29,124.89,129.62,87754715.0
2023-01-05,127.13,127.77,124.76,125.02,80962708.0
2023-01-04,126.89,128.6557,125.08,126.36,89113633.0
2023-01-03,130.28,130.9,124.17,125.07,112117471.0
2022-12-30,128.41,129.95,127.43,129.93,77034209.0
2022-12-29,127.99,130.4814,127.73,129.61,75703710.0
2022-12-28,129.67,131.0275,125.87,126.04,85438391.0
2022-12-27,131.38,131.41,128.72,130.03,69007830.0
2022-12-23,130.92,132.415,129.64,131.86,63814893.0
2022-12-22,134.352,134.56,130.3,132.23,77852108.0
2022-12-21,132.98,136.81,132.75,135.45,85927993.0
2022-12-20,131.39,133.25,129.89,132.3,77432819.0
2022-12-19,135.11,135.2,131.32,132.37,79592614.0
2022-12-16,136.685,137.65,133.73,134.51,160156900.0
2022-12-15,141.11,141.8,136.025,136.5,98931907.0
2022-12-14,145.35,146.655,141.16,143.21,82291182.0
2022-12-13,149.5,149.9692,144.24,145.47,93886161.0
2022-12-12,142.7,144.5,141.06,144.49,70462654.0
2022-12-09,142.34,145.57,140.9,142.16,76097011.0
2022-12-08,142.36,143.52,141.1,142.65,62128338.0
2022-12-07,142.19,143.37,140.0,140.94,69721094.0
2022-12-06,147.075,147.3,141.92,142.91,64727186.0
2022-12-05,147.77,150.9199,145.77,146.63,68826442.0
2022-12-02,145.96,148.0,145.65,147.81,65447446.0
2022-12-01,148.21,149.13,146.61,148.31,71250416.0
2022-11-30,141.395,148.72,140.55,148.03,111380880.0
2022-11-29,144.29,144.81,140.355,141.17,83763803.0
2022-11-28,145.14,146.64,143.38,144.22,69346522.0
2022-11-25,148.305,148.88,147.12,148.11,35195860.0
2022-11-23,149.45,151.83,149.34,151.07,58301395.0
2022-11-22,148.13,150.42,146.925,150.18,51804132.0
2022-11-21,150.16,150.37,147.715,148.01,58724070.0
2022-11-18,152.305,152.7,149.97,151.29,74829573.0
2022-11-17,146.43,151.48,146.15,150.72,80389400.0
2022-11-16,149.13,149.87,147.29,148.79,64218266.0
2022-11-15,152.215,153.59,148.5613,150.04,89868332.0
2022-11-14,148.97,150.28,147.43,148.28,73374114.0
2022-11-11,145.82,150.01,144.37,149.7,93979665.0
2022-11-10,141.24,146.87,139.5,146.87,118854028.0
2022-11-09,138.5,138.55,134.5933,134.87,74917794.0
2022-11-08,140.41,141.43,137.49,139.5,89908477.0
2022-11-07,137.11,139.145,135.671,138.92,83374628.0
2022-11-04,142.09,142.67,134.38,138.38,140814796.0
2022-11-03,142.06,142.8,138.75,138.88,97918516.0
2022-11-02,148.945,152.17,145.0,145.03,93604623.0
2022-11-01,155.08,155.45,149.13,150.65,80379345.0
2022-10-31,153.155,154.24,151.92,153.34,97943171.0
2022-10-28,148.2,157.5,147.82,155.74,164762371.0
2022-10-27,148.07,149.046,144.13,144.8,109180150.0
2022-10-26,150.96,151.99,148.04,149.35,88436172.0
2022-10-25,150.09,152.49,149.36,152.34,74732290.0
2022-10-24,147.185,150.23,146.0,149.45,75981918.0
2022-10-21,142.87,147.8479,142.649,147.27,86548609.0
2022-10-20,143.02,145.89,142.65,143.39,64521989.0
2022-10-19,141.69,144.9492,141.5,143.86,61758340.0
2022-10-18,145.49,146.7,140.61,143.75,99136610.0
2022-10-17,141.065,142.9,140.27,142.41,85250939.0
2022-10-14,144.31,144.52,138.19,138.38,88597969.0
2022-10-13,134.99,143.59,134.37,142.99,113223975.0
2022-10-12,139.13,140.36,138.16,138.34,70433744.0
2022-10-11,139.9,141.35,138.22,138.98,77033672.0
2022-10-10,140.42,141.89,138.5729,140.42,74899002.0
2022-10-07,142.54,143.1,139.445,140.09,85925559.0
2022-10-06,145.81,147.54,145.22,145.43,68402169.0
2022-10-05,144.075,147.38,143.01,146.4,79470968.0
2022-10-04,145.03,146.22,144.26,146.1,87830064.0
2022-10-03,138.21,143.07,137.685,142.45,114311663.0
2022-09-30,141.28,143.1,138.0,138.2,124925274.0
2022-09-29,146.1,146.72,140.68,142.48,128138237.0
2022-09-28,147.64,150.6414,144.84,149.84,146691387.0
2022-09-27,152.74,154.72,149.945,151.76,84442741.0
2022-09-26,149.66,153.7701,149.64,150.77,93339409.0
2022-09-23,151.19,151.47,148.56,150.43,96029909.0
2022-09-22,152.38,154.47,150.91,152.74,86264792.0
2022-09-21,157.34,158.74,153.6,153.72,101696790.0
2022-09-20,153.4,158.08,153.08,156.9,107689796.0
2022-09-19,149.31,154.56,149.1,154.48,81474246.0
2022-09-16,151.21,151.35,148.37,150.7,162278841.0
2022-09-15,154.65,155.24,151.38,152.37,90481110.0
2022-09-14,154.785,157.1,153.6106,155.31,87965409.0
2022-09-13,159.9,160.54,153.37,153.84,122656614.0
2022-09-12,159.59,164.26,159.3,163.43,104955962.0
2022-09-09,155.47,157.82,154.75,157.37,68081006.0
2022-09-08,154.64,156.36,152.68,154.46,84923847.0
2022-09-07,154.825,156.67,153.61,155.96,87449574.0
2022-09-06,156.47,157.09,153.69,154.53,73295539.0
2022-09-02,159.75,160.362,154.965,155.81,76957768.0
2022-09-01,156.64,158.42,154.67,157.96,74229896.0
2022-08-31,160.305,160.58,157.14,157.22,87991091.0
2022-08-30,162.13,162.56,157.72,158.91,77906197.0
2022-08-29,161.145,162.9,159.82,161.38,72724452.0
2022-08-26,170.57,171.05,163.56,163.62,78960980.0
2022-08-25,168.78,170.14,168.35,170.03,51218209.0
2022-08-24,167.32,168.11,166.245,167.53,53841524.0
2022-08-23,167.08,168.71,166.65,167.23,54147079.0
2022-08-22,169.69,169.86,167.135,167.57,69026809.0
2022-08-19,173.03,173.74,171.3101,171.52,70346295.0
2022-08-18,173.75,174.9,173.12,174.15,62290075.0
2022-08-17,172.77,176.15,172.57,174.55,79542037.0
2022-08-16,172.78,173.71,171.6618,173.03,56377050.0
2022-08-15,171.52,173.39,171.345,173.19,54091694.0
2022-08-12,169.82,172.17,169.4,172.1,68039382.0
2022-08-11,170.06,170.99,168.19,168.49,57149159.0
2022-08-10,167.68,169.34,166.9,169.24,70170540.0
2022-08-09,164.02,165.82,163.25,164.92,63135503.0
2022-08-08,166.37,167.81,164.2,164.87,60362338.0
2022-08-05,163.21,165.85,163.0,165.35,56696985.0
2022-08-04,166.005,167.19,164.43,165.81,55474144.0
2022-08-03,160.84,166.59,160.75,166.13,82507488.0
2022-08-02,160.1,162.41,159.63,160.01,59907025.0
2022-08-01,161.01,163.59,160.89,161.51,67829379.0
2022-07-29,161.24,163.63,159.5,162.51,101786860.0
2022-07-28,156.98,157.64,154.41,157.35,81378731.0
2022-07-27,152.58,157.33,152.16,156.79,78620688.0
2022-07-26,152.265,153.085,150.8,151.6,55138691.0
2022-07-25,154.01,155.04,152.28,152.95,53623945.0
2022-07-22,155.39,156.28,153.41,154.09,66675408.0
2022-07-21,154.5,155.57,151.94,155.35,65086636.0
2022-07-20,151.12,153.72,150.37,153.04,64823413.0
2022-07-19,147.92,151.23,146.91,151.0,82982367.0
2022-07-18,150.74,151.57,146.7,147.07,81420868.0
2022-07-15,149.78,150.86,148.2,150.17,76259931.0
2022-07-14,144.08,148.95,143.25,148.47,78140744.0
2022-07-13,142.99,146.45,142.1201,145.49,71185560.0
2022-07-12,145.76,148.45,145.05,145.86,77588759.0
2022-07-11,145.67,146.64,143.78,144.87,63305113.0
2022-07-08,145.265,147.55,145.0,147.04,64547798.0
2022-07-07,143.29,146.55,143.28,146.35,66253709.0
2022-07-06,141.355,144.12,141.08,142.92,74064254.0
2022-07-05,137.77,141.61,136.93,141.56,73429641.0
2022-07-01,136.04,139.04,135.66,138.93,71051552.0
2022-06-30,137.25,138.37,133.7737,136.72,98964467.0
2022-06-29,137.46,140.67,136.67,139.23,66242411.0
2022-06-28,142.13,143.422,137.325,137.44,67315328.0
2022-06-27,142.695,143.49,140.965,141.66,70207908.0
2022-06-24,139.9,141.91,139.77,141.66,89116837.0
2022-06-23,136.82,138.59,135.63,138.27,72433768.0
2022-06-22,134.79,137.76,133.91,135.35,73409234.0
2022-06-21,133.42,137.06,133.32,135.87,81000488.0
2022-06-17,130.065,133.079,129.81,131.56,134520290.0
2022-06-16,132.08,132.39,129.04,130.06,107961508.0
2022-06-15,134.29,137.34,132.16,135.43,91532972.0
2022-06-14,133.13,133.89,131.48,132.76,84784326.0
2022-06-13,132.87,135.2,131.44,131.88,122207099.0
2022-06-10,140.28,140.76,137.06,137.13,91566637.0
2022-06-09,147.08,147.95,142.53,142.64,69472976.0
2022-06-08,148.58,149.8697,147.46,147.96,53950201.0
2022-06-07,144.345,149.0,144.1,148.71,67808150.0
2022-06-06,147.03,148.5689,144.9,146.14,71598380.0
2022-06-03,146.9,147.97,144.46,145.38,88570289.0
2022-06-02,147.83,151.27,146.86,151.21,72348055.0
2022-06-01,149.9,151.74,147.68,148.71,74286635.0
2022-05-31,149.07,150.66,146.84,148.84,103718416.0
2022-05-27,145.39,149.68,145.26,149.64,90978503.0
2022-05-26,137.39,144.34,137.14,143.78,90601548.0
2022-05-25,138.43,141.785,138.34,140.52,92482696.0
2022-05-24,140.805,141.97,137.33,140.36,104132746.0
2022-05-23,137.79,143.26,137.65,143.11,117726265.0
2022-05-20,139.09,140.7,132.61,137.59,137426125.0
2022-05-19,139.88,141.66,136.6,137.35,136095640.0
2022-05-18,146.85,147.3601,139.9,140.82,109742890.0
2022-05-17,148.86,149.77,146.68,149.24,78336254.0
2022-05-16,145.55,147.5199,144.18,145.54,86643781.0
2022-05-13,144.59,148.105,143.11,147.11,113990852.0
2022-05-12,142.77,146.2,138.8,142.56,182602041.0
2022-05-11,153.5,155.45,145.81,146.5,142689825.0
2022-05-10,155.52,156.74,152.93,154.51,115366736.0
2022-05-09,154.925,155.83,151.49,152.06,131577921.0
2022-05-06,156.01,159.44,154.18,157.28,116124647.0
2022-05-05,163.85,164.08,154.95,156.77,130525275.0
2022-05-04,159.67,166.48,159.26,166.02,107521649.0
2022-05-03,158.15,160.71,156.32,159.48,88966526.0
2022-05-02,156.71,158.23,153.27,157.96,123055265.0
2022-04-29,161.84,166.2,157.25,157.65,131747571.0
2022-04-28,159.25,164.515,158.93,163.64,130216792.0
2022-04-27,155.91,159.79,155.38,156.57,88063191.0
2022-04-26,162.25,162.34,156.72,156.8,94008394.0
2022-04-25,161.12,163.17,158.46,162.88,96046376.0
2022-04-22,166.46,167.8699,161.5,161.79,84882424.0
2022-04-21,168.91,171.53,165.91,166.42,87227768.0
2022-04-20,168.76,168.88,166.1,167.23,67718110.0
2022-04-19,165.02,167.82,163.91,167.4,67723833.0
2022-04-18,163.92,166.5984,163.57,165.07,69023941.0
2022-04-14,170.62,171.27,165.04,165.29,75329376.0
2022-04-13,167.39,171.04,166.77,170.4,70618925.0
2022-04-12,168.02,169.87,166.64,167.66,79265181.0
2022-04-11,168.71,169.03,165.5,165.75,72246706.0
2022-04-08,171.78,171.78,169.2,170.09,76575508.0
2022-04-07,171.16,173.36,169.85,172.14,77594650.0
2022-04-06,172.36,173.63,170.13,171.83,89058782.0
2022-04-05,177.5,178.3,174.415,175.06,70902999.0
2022-04-04,174.57,178.49,174.44,178.44,76545983.0
2022-04-01,174.03,174.88,171.94,174.31,78751328.0
2022-03-31,177.84,178.03,174.4,174.61,103049285.0
2022-03-30,178.55,179.61,176.7,177.77,92633154.0
2022-03-29,176.69,179.01,176.34,178.96,100589440.0
2022-03-28,172.17,175.73,172.0,175.6,90371916.0
2022-03-25,173.88,175.28,172.75,174.72,80281664.0
2022-03-24,171.06,174.14,170.21,174.07,90131418.0
2022-03-23,167.99,172.64,167.65,170.21,98062674.0
2022-03-22,165.51,169.42,164.91,168.82,80979755.0
2022-03-21,163.51,166.35,163.015,165.38,89029269.0
2022-03-18,160.51,164.48,159.76,163.98,122055535.0
2022-03-17,158.61,161.0,157.63,160.62,75615376.0
2022-03-16,157.05,160.0,154.46,159.59,102300157.0
2022-03-15,150.9,155.57,150.38,155.09,92964302.0
2022-03-14,151.45,154.12,150.1,150.62,108732111.0
2022-03-11,158.93,159.28,154.5,154.73,96970102.0
2022-03-10,160.2,160.39,155.98,158.52,105342033.0
2022-03-09,161.475,163.41,159.41,162.95,91454905.0
2022-03-08,158.82,162.88,155.8,157.44,131148280.0
2022-03-07,163.36,165.02,159.04,159.3,96418845.0
2022-03-04,164.49,165.55,162.1,163.17,83819592.0
2022-03-03,168.47,168.91,165.55,166.23,76678441.0
2022-03-02,164.39,167.36,162.95,166.56,79724750.0
2022-03-01,164.695,166.6,161.97,163.2,83474425.0
2022-02-28,163.06,165.42,162.43,165.12,95056629.0
2022-02-25,163.84,165.12,160.8738,164.85,91974222.0
2022-02-24,152.58,162.85,152.0,162.74,141147540.0
2022-02-23,165.54,166.15,159.75,160.07,90009247.0
2022-02-22,164.98,166.69,162.15,164.32,90457637.0
2022-02-18,169.82,170.5413,166.19,167.3,82772674.0
2022-02-17,171.03,171.91,168.47,168.88,69589344.0
2022-02-16,171.85,173.34,170.05,172.55,61177398.0
2022-02-15,170.97,172.95,170.25,172.79,64286320.0
2022-02-14,167.37,169.58,166.56,168.88,86185530.0
2022-02-11,172.33,173.08,168.04,168.64,98670687.0
2022-02-10,174.14,175.48,171.55,172.12,90865899.0
2022-02-09,176.05,176.65,174.9,176.28,71285038.0
2022-02-08,171.73,175.35,171.43,174.83,74829217.0
2022-02-07,172.86,173.9458,170.95,171.66,77251204.0
2022-02-04,171.68,174.1,170.68,172.39,82465400.0
2022-02-03,174.48,176.2399,172.12,172.9,89418074.0
2022-02-02,174.745,175.88,173.33,175.84,84914256.0
2022-02-01,174.01,174.84,172.31,174.61,86213911.0
2022-01-31,170.16,175.0,169.51,174.78,115541590.0
2022-01-28,165.71,170.35,162.8,170.33,179935660.0
2022-01-27,162.45,163.84,158.28,159.22,121954638.0
2022-01-26,163.5,164.3894,157.82,159.69,108275308.0
2022-01-25,158.98,162.76,157.02,159.78,115798367.0
2022-01-24,160.02,162.3,154.7,161.62,162706686.0
2022-01-21,164.415,166.33,162.3,162.41,122848858.0
2022-01-20,166.98,169.68,164.18,164.51,91420515.0
2022-01-19,170.0,171.08,165.94,166.23,92914792.0
2022-01-18,171.51,172.54,169.405,169.8,90500236.0
2022-01-14,171.34,173.78,171.09,173.07,80440780.0
2022-01-13,175.78,176.62,171.79,172.19,84505760.0
2022-01-12,176.12,177.18,174.82,175.53,74805173.0
2022-01-11,172.32,175.18,170.82,175.08,75937685.0
2022-01-10,169.08,172.5,168.17,172.19,106765552.0
2022-01-07,172.89,174.14,171.03,172.17,86709147.0
2022-01-06,172.7,175.3,171.64,172.0,96903955.0
2022-01-05,179.61,180.17,174.64,174.92,94537602.0
2022-01-04,182.63,182.94,179.12,179.7,99310438.0
2022-01-03,177.83,182.88,177.71,182.01,104701220.0
2021-12-31,178.085,179.23,177.26,177.57,61661433.0
2021-12-30,179.47,180.57,178.09,178.2,59773014.0
2021-12-29,179.33,180.63,178.14,179.38,62348931.0
2021-12-28,180.16,181.33,178.53,179.29,79144339.0
2021-12-27,177.085,180.42,177.07,180.33,74919582.0
2021-12-23,175.85,176.8499,175.27,176.28,68356567.0
2021-12-22,173.04,175.86,172.15,175.64,92135303.0
2021-12-21,171.555,173.2,169.12,172.99,91185905.0
2021-12-20,168.28,170.58,167.46,169.75,107499114.0
2021-12-17,169.93,173.47,169.69,171.14,195923441.0
2021-12-16,179.28,181.14,170.75,172.26,150185843.0
2021-12-15,175.11,179.5,172.3108,179.3,131063257.0
2021-12-14,175.25,177.74,172.21,174.33,139380382.0
2021-12-13,181.115,182.13,175.53,175.74,153237019.0
2021-12-10,175.205,179.63,174.69,179.45,115402731.0
2021-12-09,174.91,176.75,173.92,174.56,108923739.0
2021-12-08,172.125,175.96,170.7,175.08,116998901.0
2021-12-07,169.08,171.58,168.34,171.18,120405352.0
2021-12-06,164.29,167.8799,164.28,165.32,107496982.0
2021-12-03,164.02,164.96,159.72,161.84,118023116.0
2021-12-02,158.735,164.2,157.8,163.76,136739174.0
2021-12-01,167.48,170.3,164.53,164.77,152423003.0
2021-11-30,159.985,165.52,159.92,165.3,174048056.0
2021-11-29,159.37,161.19,158.7901,160.24,88748217.0
2021-11-26,159.565,160.45,156.36,156.81,76959752.0
2021-11-24,160.75,162.14,159.64,161.94,69463623.0
2021-11-23,161.12,161.8,159.0601,161.41,96041899.0
2021-11-22,161.68,165.7,161.0,161.02,117467889.0
2021-11-19,157.65,161.02,156.5328,160.55,117305597.0
2021-11-18,153.71,158.67,153.05,157.87,137827673.0
2021-11-17,150.995,155.0,150.99,153.49,88807000.0
2021-11-16,149.94,151.488,149.34,151.0,59256210.0
2021-11-15,150.37,151.88,149.43,150.0,59222803.0
2021-11-12,148.43,150.4,147.48,149.99,63245197.0
2021-11-11,148.96,149.43,147.681,147.87,40999950.0
2021-11-10,150.02,150.13,147.85,147.92,65187092.0
2021-11-09,150.2,151.428,150.0601,150.81,56573449.0
2021-11-08,151.41,151.57,150.16,150.44,55020868.0
2021-11-05,151.89,152.2,150.06,151.28,65463883.0
2021-11-04,151.58,152.43,150.64,150.96,60394616.0
2021-11-03,150.39,151.97,149.82,151.49,54511534.0
2021-11-02,148.66,151.57,148.65,150.02,68922374.0
2021-11-01,148.985,149.7,147.8,148.96,73396551.0
2021-10-29,147.215,149.94,146.4128,149.8,124953168.0
2021-10-28,149.82,153.165,149.72,152.57,100077888.0
2021-10-27,149.36,149.73,148.49,148.85,56094929.0
2021-10-26,149.33,150.84,149.0101,149.32,60893395.0
2021-10-25,148.68,149.37,147.6211,148.64,50720556.0
2021-10-22,149.69,150.18,148.64,148.69,58883443.0
2021-10-21,148.81,149.64,147.87,149.48,61420990.0
2021-10-20,148.7,149.7539,148.12,149.26,58418788.0
2021-10-19,147.01,149.17,146.55,148.76,76378894.0
2021-10-18,143.445,146.84,143.16,146.55,85589175.0
2021-10-15,143.77,144.895,143.51,144.84,67940334.0
2021-10-14,142.11,143.88,141.51,143.76,69907100.0
2021-10-13,141.235,141.4,139.2,140.91,78762721.0
2021-10-12,143.23,143.25,141.0401,141.51,73035859.0
2021-10-11,142.27,144.81,141.81,142.81,64452219.0
2021-10-08,144.03,144.1781,142.56,142.9,58773155.0
2021-10-07,143.06,144.215,142.72,143.29,61732656.0
2021-10-06,139.47,142.15,138.37,142.0,83221119.0
2021-10-05,139.49,142.24,139.36,141.11,80861062.0
2021-10-04,141.76,142.21,138.27,139.14,98322008.0
2021-10-01,141.9,142.92,139.1101,142.65,94639581.0
2021-09-30,143.66,144.378,141.28,141.5,89056664.0
2021-09-29,142.47,144.45,142.03,142.83,74602044.0
2021-09-28,143.25,144.75,141.69,141.91,108972340.0
2021-09-27,145.47,145.96,143.82,145.37,74150729.0
2021-09-24,145.66,147.4701,145.56,146.92,53477869.0
2021-09-23,146.65,147.08,145.64,146.83,64838170.0
2021-09-22,144.45,146.43,143.7001,145.85,76404341.0
2021-09-21,143.93,144.6,142.78,143.43,75833962.0
2021-09-20,143.8,144.84,141.27,142.94,123478863.0
2021-09-17,148.82,148.82,145.76,146.06,129868824.0
2021-09-16,148.44,148.97,147.221,148.79,68034149.0
2021-09-15,148.56,149.44,146.37,149.03,83281315.0
2021-09-14,150.35,151.07,146.91,148.12,109296295.0
2021-09-13,150.63,151.42,148.75,149.55,102404329.0
2021-09-10,155.0,155.48,148.7,148.97,140893235.0
2021-09-09,155.49,156.11,153.95,154.07,57305730.0
2021-09-08,156.98,157.04,153.975,155.11,74420207.0
2021-09-07,154.97,157.26,154.39,156.69,82278261.0
2021-09-03,153.76,154.63,153.09,154.3,57866066.0
2021-09-02,153.87,154.72,152.4,153.65,71171317.0
2021-09-01,152.83,154.98,152.34,152.51,80313711.0
2021-08-31,152.66,152.8,151.29,151.83,86453117.0
2021-08-30,149.0,153.49,148.61,153.12,90956723.0
2021-08-27,147.48,148.75,146.83,148.6,55802388.0
2021-08-26,148.35,149.12,147.51,147.54,48597195.0
2021-08-25,149.81,150.32,147.8,148.36,58991297.0
2021-08-24,149.45,150.86,149.15,149.62,48606428.0
2021-08-23,148.31,150.19,147.89,149.71,60131810.0
2021-08-20,147.44,148.5,146.78,148.19,60549630.0
2021-08-19,145.03,148.0,144.5,146.7,86960310.0
2021-08-18,149.8,150.72,146.15,146.36,86325990.0
2021-08-17,150.23,151.68,149.09,150.19,92229735.0
2021-08-16,148.535,151.19,146.47,151.12,103558782.0
2021-08-13,148.97,149.4444,148.27,149.1,58846293.0
2021-08-12,146.19,149.05,145.84,148.89,73779113.0
2021-08-11,146.05,146.72,145.53,145.86,48493463.0
2021-08-10,146.44,147.71,145.3,145.6,69023081.0
2021-08-09,146.2,146.7,145.52,146.09,48908689.0
2021-08-06,146.35,147.11,145.63,146.14,54126813.0
2021-08-05,146.98,147.84,146.17,147.06,46397674.0
2021-08-04,147.27,147.79,146.28,146.95,56368271.0
2021-08-03,145.81,148.045,145.18,147.36,64786618.0
2021-08-02,146.36,146.95,145.25,145.52,62879961.0
2021-07-30,144.38,146.33,144.11,145.86,70440626.0
2021-07-29,144.685,146.55,144.58,145.64,54323047.0
2021-07-28,144.81,146.97,142.54,144.98,118931191.0
2021-07-27,149.12,149.21,145.55,146.77,104818578.0
2021-07-26,148.27,149.83,147.7,148.99,72434089.0
2021-07-23,147.55,148.7177,146.92,148.56,71447416.0
2021-07-22,145.935,148.195,145.81,146.8,77338156.0
2021-07-21,145.53,146.13,144.63,145.4,74993460.0
2021-07-20,143.46,147.0997,142.96,146.15,96350036.0
2021-07-19,143.75,144.07,141.67,142.45,121434571.0
2021-07-16,148.46,149.76,145.88,146.39,93251426.0
2021-07-15,149.24,150.0,147.09,148.48,106820297.0
2021-07-14,148.1,149.57,147.68,149.15,127050785.0
2021-07-13,144.03,147.46,143.63,145.64,100827099.0
2021-07-12,146.21,146.32,144.0,144.5,76299719.0
2021-07-09,142.75,145.65,142.6522,145.11,99890800.0
2021-07-08,141.58,144.06,140.665,143.24,105575458.0
2021-07-07,143.535,144.89,142.66,144.57,104911589.0
2021-07-06,140.07,143.15,140.07,142.02,108181793.0
2021-07-02,137.9,140.0,137.745,139.96,78945572.0
2021-07-01,136.6,137.33,135.76,137.27,52485781.0
2021-06-30,136.17,137.41,135.87,136.96,63261393.0
2021-06-29,134.8,136.49,134.35,136.33,64556081.0
2021-06-28,133.41,135.245,133.35,134.78,62111303.0
2021-06-25,133.46,133.89,132.81,133.11,70783746.0
2021-06-24,134.45,134.64,132.93,133.41,68710998.0
2021-06-23,133.77,134.32,133.23,133.7,60214200.0
2021-06-22,132.13,134.08,131.62,133.98,74783618.0
2021-06-21,130.3,132.41,129.21,132.3,79663316.0
2021-06-18,130.71,131.51,130.24,130.46,108953309.0
2021-06-17,129.8,132.55,129.65,131.79,96721669.0
2021-06-16,130.37,130.89,128.461,130.15,91339351.0
2021-06-15,129.94,130.6,129.39,129.64,62746332.0
2021-06-14,127.82,130.54,127.07,130.48,96906490.0
2021-06-11,126.53,127.44,126.1,127.35,53522373.0
2021-06-10,127.02,128.19,125.94,126.11,71186421.0
2021-06-09,127.21,127.75,126.52,127.13,56877937.0
2021-06-08,126.6,128.46,126.2101,126.74,74403774.0
2021-06-07,126.17,126.32,124.8321,125.9,71057550.0
2021-06-04,124.07,126.16,123.85,125.89,75169343.0
2021-06-03,124.68,124.85,123.13,123.54,76229170.0
2021-06-02,124.28,125.24,124.05,125.06,59278862.0
2021-06-01,125.08,125.35,123.94,124.28,67637118.0
2021-05-28,125.57,125.8,124.55,124.61,71311109.0
2021-05-27,126.44,127.64,125.08,125.28,94625601.0
2021-05-26,126.955,127.39,126.42,126.85,56575920.0
2021-05-25,127.82,128.32,126.32,126.9,72009482.0
2021-05-24,126.01,127.94,125.94,127.1,63092945.0
2021-05-21,127.82,128.0,125.21,125.43,79295436.0
2021-05-20,125.23,127.72,125.1,127.31,76857123.0
2021-05-19,123.16,124.915,122.86,124.69,92611989.0
2021-05-18,126.56,126.99,124.78,124.85,63342929.0
2021-05-17,126.82,126.93,125.17,126.27,74244624.0
2021-05-14,126.25,127.89,125.85,127.45,81917951.0
2021-05-13,124.58,126.15,124.26,124.97,105861339.0
2021-05-12,123.4,124.64,122.25,122.77,112172282.0
2021-05-11,123.5,126.27,122.77,125.91,126142826.0
2021-05-10,129.41,129.54,126.81,126.85,88071229.0
2021-05-07,130.85,131.2582,129.475,130.21,78973273.0
2021-05-06,127.89,129.75,127.13,129.74,78128334.0
2021-05-05,129.2,130.45,127.97,128.1,84000900.0
2021-05-04,131.19,131.4899,126.7,127.85,137564718.0
2021-05-03,132.04,134.07,131.83,132.54,75135100.0
2021-04-30,131.78,133.56,131.065,131.46,109839466.0
2021-04-29,136.47,137.07,132.45,133.48,151100953.0
2021-04-28,134.31,135.02,133.08,133.58,107760097.0
2021-04-27,135.01,135.41,134.11,134.39,66015804.0
